Id,IdTipoIdentificacion,NumeroIdentificacion,Email,Nombres,Apellidos,FechaNacimiento,IdGenero,NumeroTelefono,ValorTransaccion,ValorDescuento,ValorImpuesto,ValorAdmon,Serie,IdTramite,Tramite,Clasificacion,Categoria,SegundaCategoria,IdEstado,Estado,FechaHoraOperacion,IdOrigen,NombreOrigen
374096,1,1134568019,mariadevaldez@yopmail.com,ASPIRANTE PRUEBAS,Dea PRE,'1997-03-20',1,3000000000,214558,8300,40093,9018,914201773604229,1,PrimeraVez,370072,B1,,2,Activo,'2024-07-05 10:35:46.723',12,Dea
374097,1,1134568019,mariadevaldez@yopmail.com,ASPIRANTE PRUEBAS,Dea AGENDA,'1992-12-12',1,3000000000,214558,8300,40093,9018,974200954647637,1,PrimeraVez,370073,B1,,2,Activo,'2024-07-05 10:45:43.873',12,Dea
374099,1,1130664987,mariadelasnieves@yopmail.com,Maria,De la nieves,'1987-10-15',1,3104747552,529291,8600,114659,13548,839700229935412,1,PrimeraVez,370074,A1,,2,Activo,'2024-07-05 11:07:53.647',3,CiaPro
374103,1,778899,serafina.mesa@yopmail.com,serafina ,Pruebas,'1992-02-03',1,3026576646,725342,8300,114659,13548,805900342431117,1,PrimeraVez,370075,B1,,2,Activo,'2024-07-05 11:50:33.150',2,Cocacola
374104,1,647658,serafina.mesa@yopmail.com,serafina PRUEBAS,CERTIFICACION ,'1992-02-10',1,3026576646,214558,8300,40093,9018,951000468158706,1,PrimeraVez,370076,B1,,6,Referencia Vencida,'2024-07-11 00:55:00.983',2,Cocacola
374105,1,7755338,mariadevaldez@yopmail.com,Martina,Velez,'1995-03-15',2,3212322485,600000,150000,150000,150000,899100196872498,1,PrimeraVez,370077,B1,,2,Activo,'2024-07-05 12:34:22.520',3,CiaPro
374106,1,778899,serafina.mesa@yopmail.com,serafina ,Pruebas Data,'1992-01-03',1,3026576646,214558,8300,40093,9018,937901266935686,1,PrimeraVez,370078,B1,,6,Referencia Vencida,'2024-07-11 00:55:00.983',7,Dea
374107,1,778899,serafina.mesa@yopmail.COM,serafina ,Pruebas Data,'1984-02-23',2,3026576646,725442,8400,114659,13548,826201513049830,1,PrimeraVez,370079,B1,,6,Referencia Vencida,'2024-07-11 00:55:00.983',2,Cocacola
374108,1,342343534,serafina.mesa@yopmail.COM,serafina ,Pruebas Data,'1999-01-03',2,3026576646,724742,7700,114659,13548,802001618156919,1,PrimeraVez,370080,B1,,6,Referencia Vencida,'2024-07-11 00:55:00.983',2,Cocacola
374117,1,9900012,serafina.mesa@yopmail.com,serafina serafina,serafina serafina,'1992-02-04',1,3026576646,568524,8300,114659,13548,813802051145517,1,PrimeraVez,370081,A2,,6,Referencia Vencida,'2024-07-11 00:55:00.983',2,Cocacola
374118,5,9900012,serafina.mesa@yopmail.com,serafina ,Pruebas,'1992-01-10',1,3026576646,725342,8300,114659,13548,856900493948612,1,PrimeraVez,370082,B1,,2,Activo,'2024-07-05 14:26:24.743',3,CiaPro
374119,13,9900012,serafina.mesa@yopmail.COM,serafina ,Pruebas Data,'1984-11-05',1,3026576646,568824,8600,114659,13548,896901174038580,1,PrimeraVez,370083,A2,,2,Activo,'2024-07-05 14:27:02.160',3,CiaPro
374120,5,345233,serafina.mesa@yopmail.COM,serafina ,Pruebas Data,'1997-07-07',1,3026576646,568524,8300,114659,13548,893200992926355,1,PrimeraVez,370084,A2,,2,Activo,'2024-07-05 14:37:32.723',3,CiaPro
374122,13,1234442,serafina.mesa@yopmail.COM,serafina ,Pruebas Data,'1997-07-07',2,3026576646,725242,8200,114659,13548,852200791824394,1,PrimeraVez,370085,B1,,4,Usado,'2024-07-05 14:55:57.423',3,CiaPro
374123,5,235564,serafina.mesa@yopmail.COM,serafina ,Pruebas Data,'1984-11-05',2,3026576646,568724,8500,114659,13548,845601702993947,3,Recategorizar,370086,A2,,4,Usado,'2024-07-05 15:06:17.830',3,CiaPro
374124,13,9900012,serafina.mesa@yopmail.COM,serafina ,Pruebas Data,'1992-01-04',2,3026576646,725242,8200,114659,13548,874701590092803,1,PrimeraVez,370087,B1,,6,Referencia Vencida,'2024-07-11 00:55:00.983',2,Cocacola
374125,13,9900012,serafina.mesa@yopmail.COM,serafina ,Pruebas Data,'1992-01-04',2,3026576646,725242,8200,114659,13548,815400285942862,1,PrimeraVez,370088,B1,,6,Referencia Vencida,'2024-07-11 00:55:00.983',4,Dea
374126,1,9900012,serafina.mesa@yopmail.com,LISS LISS,LISS LISS,'1992-02-23',1,3026576646,293131,8300,40093,9018,963300624338407,1,PrimeraVez,370089,B1,A2,2,Activo,'2024-07-05 15:20:49.840',2,Cocacola
374127,2,9900012,serafina.mesa@yopmail.com,serafina ,Pruebas Data,'1999-02-10',2,3026576646,724742,7700,114659,13548,811901220616441,1,PrimeraVez,370090,B1,,6,Referencia Vencida,'2024-07-11 00:55:00.983',2,Cocacola
374128,13,9900012,serafina.mesa@yopmail.com,LISS LISS,LISS LISS,'2007-01-03',2,3026576646,352016,7800,114659,13548,842701803016993,1,PrimeraVez,370091,A2,,2,Activo,'2024-07-05 15:31:01.740',4,Dea
374128,13,9900012,serafina.mesa@yopmail.com,LISS LISS,LISS LISS,'2007-01-03',2,3026576646,352016,7800,114659,13548,842701803016993,1,PrimeraVez,370094,A2,,2,Activo,'2024-07-05 15:31:01.740',4,Dea
374130,13,1134568019,bob.marley@yopmail.com,Maria,De la nieves,'1987-10-15',1,3104747552,529291,8600,114659,13548,855501887257336,1,PrimeraVez,370092,A1,,2,Activo,'2024-07-05 15:29:00.130',3,CiaPro
374131,1,9900012,serafina.mesa@yopmail.com,serafina ,Pruebas Data,'1999-02-10',1,3026576646,568324,8100,114659,13548,885200334346600,3,Recategorizar,370093,A2,,6,Referencia Vencida,'2024-07-11 00:55:00.983',2,Cocacola
374132,1,7774441,mariadevaldez@yopmail.com,ASPIRANTE PRUEBAS,ANSV,'1998-12-12',1,3000000000,830107,1900,114659,13548,868801693989387,1,PrimeraVez,370095,IB2,,4,Usado,'2024-07-05 16:22:00.693',3,CiaPro
374133,1,778899,serafina.mesa@yopmail.com,LISET LISET,LISET LISET,'1992-02-10',1,3026576646,725342,8300,114659,13548,893400473861044,1,PrimeraVez,370096,B1,,3,Anulado,'2024-07-05 15:45:28.450',4,Dea
374135,5,945253746,ramonvaldez@yopmail.com,ramon,valdez,'1978-10-15',1,3104747552,529291,8600,114659,13548,857500342964054,1,PrimeraVez,370097,A1,,2,Activo,'2024-07-05 15:57:51.850',3,CiaPro
374136,2,9900018,serafina.mesa@yopmail.com,serafina serafina,serafina serafina,'1999-02-04',2,3026576646,213958,7700,40093,9018,940400143002404,1,PrimeraVez,370098,B1,,3,Anulado,'2024-07-05 16:02:12.693',7,Dea
374136,2,9900018,serafina.mesa@yopmail.com,serafina serafina,serafina serafina,'1999-02-04',2,3026576646,213958,7700,40093,9018,940400143002404,1,PrimeraVez,370099,B1,,3,Anulado,'2024-07-05 16:02:12.693',7,Dea
374137,3,35435345,serafina.mesa@yopmail.com,LISE LISE,LISE LISE,'2007-02-03',1,3026576646,725142,8100,114659,13548,899001634849463,1,PrimeraVez,370100,B1,,2,Activo,'2024-07-05 16:09:11.400',4,Dea
374138,3,3543556,serafina.mesa@yopmail.com,LISS LISS,LISS LISS,'2007-01-04',1,3026576646,725142,8100,114659,13548,889300905855049,1,PrimeraVez,370101,B1,,3,Anulado,'2024-07-05 16:12:23.023',4,Dea
374139,1,778899,serafina.mesa@yopmail.COM,serafina ,Pruebas,'1972-04-10',1,3026576646,528891,8200,114659,13548,879601028137557,1,PrimeraVez,370102,A1,,2,Activo,'2024-07-05 16:41:40.667',3,CiaPro
374140,1,9900013,serafina.mesa@yopmail.COM,serafina ,Pruebas Data,'1992-11-10',1,3026576646,568524,8300,114659,13548,804800170033411,1,PrimeraVez,370103,A2,,2,Activo,'2024-07-05 16:45:19.630',3,CiaPro
374141,1,9900013,serafina.mesa@yopmail.COM,serafina ,Pruebas Data,'1992-11-10',1,3026576646,568524,8300,114659,13548,878001108431046,1,PrimeraVez,370104,A2,,2,Activo,'2024-07-05 16:45:25.043',3,CiaPro
374142,1,9900013,serafina.mesa@yopmail.COM,serafina ,Pruebas Data,'1992-11-10',1,3026576646,568524,8300,114659,13548,870401963910512,1,PrimeraVez,370105,A2,,2,Activo,'2024-07-05 16:45:25.430',3,CiaPro
374143,1,9900013,serafina.mesa@yopmail.COM,serafina ,Pruebas Data,'1992-11-10',1,3026576646,568524,8300,114659,13548,857900783304608,1,PrimeraVez,370106,A2,,2,Activo,'2024-07-05 16:45:26.760',3,CiaPro
374144,1,1019131754,pruebaselcarterodiego@yopmail.com,DIEGO PrimerN,rhenals badillo,'1997-06-17',1,3195958115,267335,8300,114659,13548,808201574879106,1,PrimeraVez,370107,A1,,2,Activo,'2024-07-05 19:36:03.437',4,Dea
374147,1,1130664987,maria@yopmail.com,Maria,Nieves,'1987-10-15',1,3104444319,843056,8400,114659,13548,814301755903469,1,PrimeraVez,370108,C1,,2,Activo,'2024-07-08 02:03:22.390',3,CiaPro
374148,1,12345678,Deapre1@yopmail.com,ASPIRANTE DOS,Martina,'1997-02-03',1,3000000000,830207,2000,114659,13548,898600904797592,1,PrimeraVez,370109,IC2,,2,Activo,'2024-07-09 08:55:33.920',3,CiaPro
374149,1,1134568019,mariadevaldez@yopmail.com,ASPIRANTE PRUEBAS,Dea PRE,'1997-03-04',1,3000000000,214558,8300,40093,9018,984001148735753,1,PrimeraVez,370110,A2,,2,Activo,'2024-07-09 08:58:42.833',12,Dea
374150,3,1389123506,mariadevaldez@yopmail.com,ASPIRANTE PRUEBAS,Dea TI,'2006-10-20',1,3000000000,292931,8100,40093,9018,957300831328566,1,PrimeraVez,370111,B1,A2,2,Activo,'2024-07-09 09:02:54.503',12,Dea
374151,1,1134568019,Deapre1@yopmail.com,ASPIRANTE PRUEBAS,Dea CC,'1990-03-15',2,3000000000,214258,8000,40093,9018,910402070400238,3,Recategorizar,370112,C1,,2,Activo,'2024-07-09 09:20:20.923',12,Dea
374152,1,1134568019,pruebaselcarterodiego@yopmail.com,DIEGO PrimerN,rhenals badillo,'1997-06-17',1,3195958115,214558,8300,40093,9018,954301127732629,1,PrimeraVez,370113,A1,,2,Activo,'2024-07-09 09:29:59.637',12,Dea
374153,1,1134568019,pruebaselcarterodiego@yopmail.com,DIEGO PrimerN,rhenals badillo,'1997-06-17',1,3195958115,214558,8300,40093,9018,909102042939179,1,PrimeraVez,370114,A1,,2,Activo,'2024-07-09 09:34:23.223',12,Dea
374154,2,786630,pruebaselcarterodiego@yopmail.com,DIEGO PrimerN,rhenals badillo,'1997-06-17',1,3195958115,214558,8300,40093,9018,995900760298833,1,PrimeraVez,370115,A1,,2,Activo,'2024-07-09 09:36:29.787',12,Dea
374155,3,1389123506,pruebaselcarterodiego@yopmail.com,DIEGO PrimerN,rhenals badillo,'2007-06-17',1,3195958115,214358,8100,40093,9018,974300590381912,1,PrimeraVez,370116,A1,,2,Activo,'2024-07-09 09:38:47.020',12,Dea
374156,3,1389123506,pruebaselcarterodiego@yopmail.com,DIEGO PrimerN,rhenals badillo,'2007-06-17',1,3195958115,214358,8100,40093,9018,972600446954089,1,PrimeraVez,370117,A1,,2,Activo,'2024-07-09 09:43:27.523',12,Dea
374157,1,10101010,mariadevaldez@yopmail.com,ASPIRANTE PRUEBAS,Dea NOTITULAR,'1998-12-10',1,3000000000,214358,8100,40093,9018,930500003230827,1,PrimeraVez,370118,B1,,2,Activo,'2024-07-09 10:24:25.557',12,Dea
374161,1,789456,mariadevaldez@yopmail.com,ASPIRANTE PRUEBAS,Dea PRE,'1997-12-01',1,3000000000,214558,8300,40093,9018,926200937717883,1,PrimeraVez,370119,A2,,2,Activo,'2024-07-09 11:27:50.160',12,Dea
374167,1,12345678,pruebaselcarterodiego@yopmail.com,DIEGO PrimerN,rhenals badillo,'2006-06-17',1,3195958115,214358,8100,40093,9018,920600437955031,1,PrimeraVez,370120,A1,,2,Activo,'2024-07-09 15:53:57.053',12,Dea
374168,1,12345678,pruebas@prueba.com,Rodrigo Prueba desarrollo,rhenals badillo,'2006-06-17',1,3008558859,214358,8100,40093,9018,938801554161298,1,PrimeraVez,370121,A1,,2,Activo,'2024-07-09 15:56:48.177',12,Dea
374169,3,1389123506,pruebas@prueba.com,Rodrigo Prueba desarrollo,rhenals badillo,'2007-06-17',1,3008558859,214358,8100,40093,9018,998500279249366,1,PrimeraVez,370122,A2,,6,Referencia Vencida,'2024-07-15 00:55:01.173',12,Dea
374170,3,1389123506,pruebas@prueba.com,Rodrigo Prueba desarrollo,rhenals badillo,'2007-06-17',1,3008558859,214358,8100,40093,9018,977201146939451,1,PrimeraVez,370123,A2,,6,Referencia Vencida,'2024-07-15 00:55:01.173',12,Dea
374171,2,786630,mariadevaldez@yopmail.com,ASPIRANTE PRUEBAS,Dea CE,'1990-12-20',1,3000000000,214458,8200,40093,9018,904200002419657,1,PrimeraVez,370124,C1,,6,Referencia Vencida,'2024-07-15 00:55:01.173',12,Dea
374172,2,786630,mariadevaldez@yopmail.com,ASPIRANTE PRUEBAS,Dea CE,'1990-12-20',1,3000000000,214458,8200,40093,9018,938801264731169,1,PrimeraVez,370125,C1,,6,Referencia Vencida,'2024-07-15 00:55:01.173',12,Dea
374182,5,1234567,mariadevaldez@yopmail.com,ASPIRANTE PRUEBAS,Dea PASAPORTE,'1997-03-20',1,3000000000,214558,8300,40093,9018,935900628242554,1,PrimeraVez,370126,B1,,2,Activo,'2024-07-10 11:03:54.257',12,Dea
374188,2,12345670,mariadevaldez@yopmail.com,Martina,Velez,'1995-02-24',1,3212322485,200000,10000,20000,10000,902201336659082,1,PrimeraVez,370127,B1,,6,Referencia Vencida,'2024-07-16 00:55:00.793',12,Dea
374191,1,1022391863,m@m.com,miguel,cubillos,'1994-04-12',1,3102915851,842856,8200,114659,13548,896500220999540,1,PrimeraVez,370128,C1,,2,Activo,'2024-07-11 09:10:07.437',3,CiaPro
374192,13,7788995,mariadevaldez@yopmail.com,ASPIRANTE PRUEBAS,Dea ppt,'1994-06-17',1,3000000000,214458,8200,40093,9018,913900588974444,1,PrimeraVez,370129,C1,,6,Referencia Vencida,'2024-07-17 00:55:00.730',12,Dea
374193,2,123456790,mariadevaldez@yopmail.com,Martina,Velez,'1990-02-24',1,3212322485,12000000,3000000,3000000,3000000,945200376969314,1,PrimeraVez,370130,B1,,6,Referencia Vencida,'2024-07-17 00:55:00.730',12,Dea
374194,2,123456790,mariadevaldez@yopmail.com,Martina,Velez,'1990-02-24',1,3212322485,20000000,5000000,5000000,5000000,931101781403110,1,PrimeraVez,370131,B1,,6,Referencia Vencida,'2024-07-17 00:55:00.730',12,Dea
374195,13,564646,mariadevaldez@yopmail.com,ASPIRANTE PRUEBAS,Dea DFDG,'1997-03-04',1,3000000000,214558,8300,40093,9018,912500446889746,1,PrimeraVez,370132,B1,,6,Referencia Vencida,'2024-07-17 00:55:00.730',12,Dea
374196,1,40923809,m@m.com,miguel,cubillos,'2000-07-11',1,3102915158,568324,8100,114659,13548,880900764270135,1,PrimeraVez,370133,A2,,2,Activo,'2024-07-11 11:01:53.397',3,CiaPro
374197,3,1022391864,M@M.COM,M,C,'2007-07-07',1,3102915158,725142,8100,114659,13548,810401767341374,1,PrimeraVez,370134,B1,,4,Usado,'2024-07-11 15:17:33.567',3,CiaPro
374198,1,786630,mariadevaldez@yopmail.com,ASPIRANTE PRUEBAS,elcartero ,'1990-12-01',1,3000000000,214558,8300,40093,9018,998200562190737,1,PrimeraVez,370135,B1,,6,Referencia Vencida,'2024-07-17 00:55:00.730',12,Dea
374208,2,786630,mariadevaldez@yopmail.com,ASPIRANTE PRUEBAS,elcartero PRE,'1997-03-04',1,3000000000,214558,8300,40093,9018,995700447193275,1,PrimeraVez,370136,A2,,2,Activo,'2024-07-11 15:58:07.760',12,Dea
374213,2,123456790,mariadevaldez@yopmail.com,Martina,Velez,'1990-02-24',1,3212322485,20000000,5000000,5000000,5000000,904001021510846,1,PrimeraVez,370137,B1,,6,Referencia Vencida,'2024-07-17 00:55:00.730',12,Dea
374215,1,80354824,m@m.com,m,c,'2000-07-07',1,3102915851,568324,8100,114659,13548,846200873890147,1,PrimeraVez,370138,A2,,2,Activo,'2024-07-12 08:44:34.087',3,CiaPro
374216,1,1130664987,mariadelasnieves@yopmail.com,maria,de la nieves,'1987-10-15',2,3104444319,214658,8400,40093,9018,904202144906732,2,Refrendacion,370139,B1,,2,Activo,'2024-07-12 09:59:04.370',9,Mi6
374217,2,32140602,alejo@yopmail.com,Alejandro,Prueba NC5,'2004-02-24',1,3207654321,200000,10000,20000,10000,854901959909599,1,PrimeraVez,370140,B1,,4,Usado,'2024-07-12 10:53:06.653',3,CiaPro
374218,2,32140602,alejo@yopmail.com,Alejandro,Prueba NC5,'2004-02-24',1,3207654321,200000,10000,20000,10000,850000097486215,1,PrimeraVez,370141,B1,,4,Usado,'2024-07-12 11:09:57.253',3,CiaPro
374219,1,1022391863,m@m.com,m,c,'2000-01-01',1,3102915851,568324,8100,114659,13548,809701951763107,1,PrimeraVez,370142,A2,,4,Usado,'2024-07-12 16:06:15.263',3,CiaPro
374220,2,123456790,mariadevaldez@yopmail.com,Martina,Velez,'1990-02-24',1,3212322485,12000000,3000000,3000000,3000000,945000267771885,1,PrimeraVez,370143,B1,,6,Referencia Vencida,'2024-07-18 00:55:00.623',12,Dea
374221,2,123456790,mariadevaldez@yopmail.com,Martina,Velez,'1990-02-24',1,3212322485,40000000,10000000,10000000,10000000,940701265917106,1,PrimeraVez,370144,B1,,6,Referencia Vencida,'2024-07-18 00:55:00.623',12,Dea
374222,2,123456790,mariadevaldez@yopmail.com,Martina,Velez,'1990-02-24',1,3212322485,40000000,10000000,10000000,10000000,963901746253162,1,PrimeraVez,370145,B1,,6,Referencia Vencida,'2024-07-18 00:55:00.623',12,Dea
374229,2,123456790,mariadevaldez@yopmail.com,Martina,Velez,'1990-02-24',1,3212322485,400000,100000,100000,100000,995201999366508,1,PrimeraVez,370146,B1,,6,Referencia Vencida,'2024-07-18 00:55:00.623',12,Dea
374230,2,123456790,mariadevaldez@yopmail.com,Martina,Velez,'1990-02-24',1,3212322485,500000,125000,125000,125000,965501744985218,1,PrimeraVez,370147,B1,,6,Referencia Vencida,'2024-07-18 00:55:00.623',12,Dea
374232,1,9955220,mariadevaldez@yopmail.com,ASPIRANTE PRUEBAS,Dea PRE,'1997-12-20',1,3000000000,214558,8300,40093,9018,956201503528236,1,PrimeraVez,370148,B1,,6,Referencia Vencida,'2024-07-18 00:55:00.623',12,Dea
374233,1,1130664987,mariadelasnieves@yopmail.com,Maria ,de las Nieves,'1978-11-10',2,3104747222,568724,8500,114659,13548,853300903945502,1,PrimeraVez,370149,A2,,2,Activo,'2024-07-12 19:54:11.023',3,CiaPro
374234,1,1134568019,mariadevaldez@yopmail.com,ASPIRANTE PRUEBAS,Dea PRE,'1990-12-20',1,3000000000,214558,8300,40093,9018,958201995079307,1,PrimeraVez,370150,B1,,2,Activo,'2024-07-15 10:52:52.157',12,Dea
374235,2,5345345435,mariadevaldez@yopmail.com,ASPIRANTE PRUEBAS,Dea PRE,'1999-03-05',1,3000000000,214258,8000,40093,9018,955900114366137,1,PrimeraVez,370151,C1,,2,Activo,'2024-07-15 11:00:56.967',12,Dea
374238,1,75676576565,mariadevaldez@yopmail.com,dgfgd dfgdf,dfgdf dfgdf,'1994-04-04',1,3000000000,214558,8300,40093,9018,917001945194396,1,PrimeraVez,370152,A2,,2,Activo,'2024-07-15 11:17:23.913',12,Dea
374239,2,123456790,mariadevaldez@yopmail.com,Martina,Velez,'1990-02-24',1,3212322485,12000000,3000000,3000000,3000000,990901489100600,1,PrimeraVez,370153,B1,,6,Referencia Vencida,'2024-07-21 00:55:01.187',12,Dea
374240,1,1134568019,mariadevaldez@yopmail.com,ASPIRANTE PRUEBAS,Dea CONSUMOPIN,'1991-11-11',1,3000000000,214558,8300,40093,9018,994301986981849,1,PrimeraVez,370154,B1,,2,Activo,'2024-07-15 11:48:46.817',12,Dea
374241,1,7896540,mariadevaldez@yopmail.com,ASPIRANTE ,Dea PRE,'1990-12-15',1,3000000000,214558,8300,40093,9018,984401689046271,1,PrimeraVez,370155,B1,,2,Activo,'2024-07-16 12:13:18.240',12,Dea
374242,2,786630,mariadevaldez@yopmail.com,ASPIRANTE PRUEBAS,Dea AGENDA,'1997-03-05',1,3000000000,214458,8200,40093,9018,966000181338669,2,Refrendacion,370156,C1,,2,Activo,'2024-07-16 14:54:35.617',12,Dea
374243,1,1022391865,m@m.com,m,c,'1994-07-16',1,3102915851,568524,8300,114659,13548,838001091956410,1,PrimeraVez,370157,A2,,2,Activo,'2024-07-16 15:38:27.970',3,CiaPro
374244,1,1022391866,m@m.com,m,c,'1994-07-16',1,3102915851,842856,8200,114659,13548,840300930943821,1,PrimeraVez,370158,C1,,4,Usado,'2024-07-16 16:05:16.347',3,CiaPro
374245,1,1022391867,m@m.com,m,c,'1994-07-16',1,3102915851,842856,8200,114659,13548,820800860335919,1,PrimeraVez,370159,C1,,4,Usado,'2024-07-16 17:15:34.360',3,CiaPro
374246,1,1022391867,m@m.com,m,c,'1994-07-17',1,3102915851,842856,8200,114659,13548,865800414905168,1,PrimeraVez,370160,C1,,4,Usado,'2024-07-17 11:03:45.853',3,CiaPro
374247,1,1022391868,m@m.com,m,c,'1994-07-18',1,3102915851,725342,8300,114659,13548,831301470983812,1,PrimeraVez,370161,B1,,4,Usado,'2024-07-17 11:08:14.517',3,CiaPro
384478,1,1101694332,ramon.valdez@yopmail.com,ramon,Pruebas,'2000-12-12',1,3104444319,830107,1900,114659,13548,806701894172542,3,Recategorizar,370343,IC1,,2,Activo,'2024-08-20 14:55:33.910',9,Mi6
384479,1,11016900,ramon.valdez@yopmail.com,ramon,Pruebas,'2000-12-12',1,3104444319,830107,1900,114659,13548,853501339798167,1,PrimeraVez,370344,IC2,,6,Referencia Vencida,'2024-08-26 00:55:01.567',4,Dea
384480,2,110169331,ramon.valdez@yopmail.com,ramon,Pruebas,'2000-12-12',1,3104444319,830107,1900,114659,13548,817301284221894,3,Recategorizar,370345,IC3,,6,Referencia Vencida,'2024-08-26 00:55:01.567',4,Dea
384481,3,11016922,ramon.valdez@yopmail.com,ramon,Pruebas,'2007-12-12',1,3104444319,725142,8100,114659,13548,823600781093197,1,PrimeraVez,370346,B1,,6,Referencia Vencida,'2024-08-26 00:55:01.567',4,Dea
384482,1,14141414,serafina.mesa@yopmail.com,PrimerN SegundoN,PrimerA SegundoA,'1998-12-11',1,3104444319,214358,8100,40093,9018,974200002108456,1,PrimeraVez,370347,B1,,6,Referencia Vencida,'2024-08-26 00:55:01.567',2,Cocacola
384483,5,99000125,serafina.mesa@yopmail.com,serafina,serafina,'1984-04-04',2,3026576646,630207,2000,114659,13548,847601021683057,1,PrimeraVez,370348,IB3,,2,Activo,'2024-08-20 15:51:34.507',3,CiaPro
384484,1,110169123,ramon.valdez@yopmail.com,ramon,Pruebas,'2000-12-12',1,3104444319,244311,8100,114659,13548,809600517840964,1,PrimeraVez,370349,A2,,2,Activo,'2024-08-20 16:00:50.027',4,Dea
384488,1,110169,ramon.valdez@yopmail.com,ramon ,pruebas ,'2000-12-12',1,3104444319,214358,8100,40093,9018,951900818350063,1,PrimeraVez,370350,A1,,2,Activo,'2024-08-20 15:54:53.143',9,Mi6
384489,1,14141414,serafina.mesa@yopmail.com,test ,test test,'1997-12-11',1,3104444319,214558,8300,40093,9018,925700925370841,1,PrimeraVez,370351,B1,,6,Referencia Vencida,'2024-08-26 00:55:01.567',2,Cocacola
384490,2,110169030,ramon.valdez@yopmail.com,ramon,Pruebas,'2000-12-12',1,3104444319,380107,1900,114659,13548,833601877088171,1,PrimeraVez,370352,IB3,,4,Usado,'2024-08-22 10:04:23.700',4,Dea
384492,1,141414141,serafina.mesa@yopmail.com,PrimerN SegundoN,PrimerA SegundoA,'1997-12-11',1,3104444319,293131,8300,40093,9018,986601392889841,1,PrimeraVez,370353,B1,A2,3,Anulado,'2024-08-22 14:50:23.067',9,Mi6
384492,1,141414141,serafina.mesa@yopmail.com,PrimerN SegundoN,PrimerA SegundoA,'1997-12-11',1,3104444319,293131,8300,40093,9018,986601392889841,1,PrimeraVez,370398,B1,A2,3,Anulado,'2024-08-22 14:50:23.067',9,Mi6
384493,1,99000181,serafina.mesa@yopmail.com,Pruebas Maria,Certificación Pruebas ,'1992-04-04',2,3026576646,330107,1900,114659,13548,892800393284563,1,PrimeraVez,370354,IA2,,2,Activo,'2024-08-20 16:22:18.353',3,CiaPro
384494,2,1234233444,serafina.mesa@yopmail.com,Maria Pruebas,serafina Montea,'1990-03-08',1,3026576646,430207,2000,114659,13548,804800580054592,1,PrimeraVez,370355,IB1,,2,Activo,'2024-08-20 16:26:34.873',3,CiaPro
384495,2,15151515,serafina.mesa@yopmail.com,PrimerN segundoN,PrimerA SegundoA,'1997-12-11',1,3104444319,293131,8300,40093,9018,959900967434467,2,Refrendacion,370356,B1,A2,6,Referencia Vencida,'2024-08-26 00:55:01.567',2,Cocacola
384496,2,939830300,serafina.mesa@yopmail.com,Maria Pruebas,serafina Certificacion,'1993-11-04',1,3026576646,530207,2000,114659,13548,859800575104947,1,PrimeraVez,370357,IB2,,2,Activo,'2024-08-20 16:30:09.720',3,CiaPro
384497,5,2343007,serafina.mesa@yopmail.com,serafina Maria,Pruebas Certificacion,'1993-11-04',2,3026576646,630107,1900,114659,13548,888501868141853,1,PrimeraVez,370358,IB3,,2,Activo,'2024-08-20 16:33:38.130',3,CiaPro
384499,1,1115081441,alejo@yopmail.com,Alejandro,Prueba Cuotas ML,'2004-02-24',1,3207654321,95000,10000,20000,15000,827501598456327,1,PrimeraVez,370359,B1,,4,Usado,'2024-08-20 18:42:33.517',3,CiaPro
384500,1,110169,ramon.valdez@yopmail.com,ramon ,Pruebas ,'2000-12-12',1,3104444319,214358,8100,40093,9018,911900616756444,1,PrimeraVez,370360,A2,,2,Activo,'2024-08-21 10:37:08.917',9,Mi6
384501,1,11015010,ramon.valdez@yopmail.com,ramon ,pruebas ,'2000-12-12',1,3104444319,725142,8100,114659,13548,802302096693223,1,PrimeraVez,370361,B1,,2,Activo,'2024-08-21 10:49:00.447',9,Mi6
384502,1,1231231231,elcartero@yopmail.com,antonio Marley,gVelez segovia,'1987-02-24',1,3162134886,214758,8500,40093,9018,939301500017581,1,PrimeraVez,370362,B1,,2,Activo,'2024-08-21 13:23:18.620',9,Mi6
384503,1,110169,ramon.valdez@yopmail.com,ramon,Pruebas,'2000-12-12',1,3104444319,214358,8100,40093,9018,997201877443198,1,PrimeraVez,370363,A2,,6,Referencia Vencida,'2024-08-27 00:55:00.723',7,Dea
384504,1,99000121,serafina.mesa@yopmail.com,Maria,serafina Pruebas,'1992-11-05',2,3026576646,842656,8000,114659,13548,811201357441643,1,PrimeraVez,370364,C1,,3,Anulado,'2024-08-21 14:54:39.443',3,CiaPro
384505,1,13456662,serafina.mesa@yopmail.com,Maria,serafina,'1984-04-05',1,3026576646,330207,2000,114659,13548,899401111424492,1,PrimeraVez,370365,IA2,,2,Activo,'2024-08-21 15:03:32.883',3,CiaPro
384506,1,99000125,serafina.mesa@yopmail.com,Maria,serafina,'1984-04-05',1,3026576646,568824,8600,114659,13548,807200369612004,1,PrimeraVez,370366,A2,,2,Activo,'2024-08-21 15:03:36.003',3,CiaPro
384511,2,99000120,serafina.mesa@yopmail.com,Maria,serafina Pruebas,'1984-03-05',1,3026576646,568824,8600,114659,13548,828301828645900,1,PrimeraVez,370367,A2,,6,Referencia Vencida,'2024-08-28 00:55:00.923',3,CiaPro
